"IATA","ICAO","Airport name","Country","City","Information"
"CIE","YCOI","Collie Airport","Australia","Collie","https://www.worlddata.info/oceania/australia/airports.php"
"CIF","ZBCF","Chifeng Yulong Airport","China","Chifeng","https://www.worlddata.info/asia/china/airports.php"
"CIG","KCAG","Craig Moffat Airport","United States of America","Craig","https://www.worlddata.info/america/usa/airports.php"
"CIH","ZBCZ","Changzhi Wangcun Airport","China","Changzhi","https://www.worlddata.info/asia/china/airports.php"
"CII","LTBD","Aydın Çıldır Airport","Turkey","Aydın","https://www.worlddata.info/asia/turkey/airports.php"
"CIJ","SLCO","Capitán Aníbal Arab Airport","Bolivia","Cobija","https://www.worlddata.info/america/bolivia/airports.php"
"CIK","PACI","Chalkyitsik Airport","United States of America","Chalkyitsik","https://www.worlddata.info/america/usa/airports.php"
"CIL",,"Council Airport","United States of America","Council","https://www.worlddata.info/america/usa/airports.php"
"CIM","SKCM","Cimitarra Airport","Colombia","Cimitarra","https://www.worlddata.info/america/colombia/airports.php"
"CIN","KCIN","Arthur N Neu Airport","United States of America","Carroll","https://www.worlddata.info/america/usa/airports.php"
"CIO","SGCO","Aeropuerto Nacional Tte. Cnel. Carmelo Peralta","Paraguay","Concepción","https://www.worlddata.info/america/paraguay/airports.php"
"CIP","FLCP","Chipata Airport","Zambia","Chipata","https://www.worlddata.info/africa/zambia/airports.php"
"CIQ",,"Chiquimula Airport","Guatemala","Chiquimula","https://www.worlddata.info/america/guatemala/airports.php"
"CIR","KCIR","Cairo Regional Airport","United States of America","Cairo","https://www.worlddata.info/america/usa/airports.php"
"CIS","PCIS","Canton Island Airport","Kiribati","Abariringa","https://www.worlddata.info/oceania/kiribati/airports.php"
"CIT","UAII","Shymkent Airport","Kazakhstan","Shymkent","https://www.worlddata.info/asia/kazakhstan/airports.php"
"CIU","KCIU","Chippewa County International Airport","United States of America","Kincheloe","https://www.worlddata.info/america/usa/airports.php"
"CIW","TVSC","Canouan Airport","Saint Vincent and the Grenadines","Canouan","https://www.worlddata.info/america/stvincent-grenadines/airports.php"
"CIX","SPHI","Air Force Captain Jose A Quinones Gonzales International Airport","Peru","Chiclayo","https://www.worlddata.info/america/peru/airports.php"
"CIY","LICB","Comiso Airport","Italy","Comiso","https://www.worlddata.info/europe/italy/airports.php"
"CIZ","SWKO","Coari Airport","Brazil","Coari","https://www.worlddata.info/america/brazil/airports.php"
"CJA","SPJR","Mayor General FAP Armando Revoredo Iglesias Airport","Peru","Cajamarca","https://www.worlddata.info/america/peru/airports.php"
"CJB","VOCB","Coimbatore International Airport","India","Coimbatore","https://www.worlddata.info/asia/india/airports.php"
"CJC","SCCF","El Loa Airport","Chile","Calama","https://www.worlddata.info/america/chile/airports.php"
"CJF","YCWA","Coondewanna Airport","Australia","Coondewanna","https://www.worlddata.info/oceania/australia/airports.php"
"CJH",,"Chilko Lake (Tsylos Park Lodge) Airport","Canada","Chilko Lake","https://www.worlddata.info/america/canada/airports.php"
"CJJ","RKTU","Cheongju International Airport/Cheongju Air Base (K-59/G-513)","South Korea","Cheongju","https://www.worlddata.info/asia/south-korea/airports.php"
"CJL","OPCH","Chitral Airport","Pakistan","Chitral","https://www.worlddata.info/asia/pakistan/airports.php"
"CJM","VTSE","Chumphon Airport","Thailand","Chumphon","https://www.worlddata.info/asia/thailand/airports.php"
"CJN",,"Nusawiru Airport","Indonesia","Cijulang","https://www.worlddata.info/asia/indonesia/airports.php"
"CJS","MMCS","Abraham González International Airport","Mexico","Ciudad Juárez","https://www.worlddata.info/america/mexico/airports.php"
"CJT","MMCO","San Antonio Copalar Airport","Mexico","Comitán","https://www.worlddata.info/america/mexico/airports.php"
"CJU","RKPC","Jeju International Airport","South Korea","Jeju City","https://www.worlddata.info/asia/south-korea/airports.php"
"CJZ",,"Pedro Vieira Moreira Airport","Brazil","Cajazeiras","https://www.worlddata.info/america/brazil/airports.php"
"CKA","KCKA","Kegelman AF Aux Field","United States of America","Cherokee","https://www.worlddata.info/america/usa/airports.php"
"CKB","KCKB","North Central West Virginia Airport","United States of America","Bridgeport","https://www.worlddata.info/america/usa/airports.php"
"CKC","UKKE","Cherkasy International Airport","Ukraine","Cherkasy","https://www.worlddata.info/europe/ukraine/airports.php"
"CKD",,"Crooked Creek Airport","United States of America","Crooked Creek","https://www.worlddata.info/america/usa/airports.php"
"CKE",,"Lampson Field","United States of America","Lakeport","https://www.worlddata.info/america/usa/airports.php"
"CKG","ZUCK","Chongqing Jiangbei International Airport","China","Chongqing","https://www.worlddata.info/asia/china/airports.php"
"CKH","UESO","Chokurdakh Airport","Russia","Chokurdah","https://www.worlddata.info/europe/russia/airports.php"
"CKI","YCKI","Croker Island Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CKK","KCVK","Sharp County Regional Airport","United States of America","Ash Flat","https://www.worlddata.info/america/usa/airports.php"
"CKL","UUMU","Chkalovskiy Air Base","Russia","Moscow","https://www.worlddata.info/europe/russia/airports.php"
"CKM","KCKM","Fletcher Field","United States of America","Clarksdale","https://www.worlddata.info/america/usa/airports.php"
"CKN","KCKN","Crookston Municipal Kirkwood Field","United States of America","Crookston","https://www.worlddata.info/america/usa/airports.php"
"CKO","SSCP","Cornélio Procópio Airport","Brazil","Cornélio Procópio","https://www.worlddata.info/america/brazil/airports.php"
"CKR",,"Crane Island Airstrip","United States of America","Crane Island","https://www.worlddata.info/america/usa/airports.php"
"CKS","SBCJ","Carajás Airport","Brazil","Parauapebas","https://www.worlddata.info/america/brazil/airports.php"
"CKT","OIMC","Sarakhs Airport","Iran","Sarakhs","https://www.worlddata.info/asia/iran/airports.php"
"CKU",,"Cordova Municipal Airport","United States of America","Cordova","https://www.worlddata.info/america/usa/airports.php"
"CKV","KCKV","Clarksville–Montgomery County Regional Airport","United States of America","Clarksville","https://www.worlddata.info/america/usa/airports.php"
"CKW","YCHK","Christmas Creek Airport","Australia","Christmas Creek Mine","https://www.worlddata.info/oceania/australia/airports.php"
"CKX",,"Chicken Airport","United States of America","Chicken","https://www.worlddata.info/america/usa/airports.php"
"CKY","GUCY","Conakry International Airport","Guinea","Conakry","https://www.worlddata.info/africa/guinea/airports.php"
"CKZ","LTBH","Çanakkale Airport","Turkey","Çanakkale","https://www.worlddata.info/asia/turkey/airports.php"
"CLA","VGCM","Comilla Airport","Bangladesh","Comilla","https://www.worlddata.info/asia/bangladesh/airports.php"
"CLD","KCRQ","McClellan-Palomar Airport","United States of America","Carlsbad","https://www.worlddata.info/america/usa/airports.php"
"CLE","KCLE","Cleveland Hopkins International Airport","United States of America","Cleveland","https://www.worlddata.info/america/usa/airports.php"
"CLG",,"New Coalinga Municipal Airport","United States of America","Coalinga","https://www.worlddata.info/america/usa/airports.php"
"CLH","YCAH","Coolah Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CLI","KCLI","Clintonville Municipal Airport","United States of America","Clintonville","https://www.worlddata.info/america/usa/airports.php"
"CLJ","LRCL","Cluj Avram Iancu International Airport","Romania","Cluj-Napoca","https://www.worlddata.info/europe/romania/airports.php"
"CLK","KCLK","Clinton Regional Airport","United States of America","Clinton","https://www.worlddata.info/america/usa/airports.php"
"CLL","KCLL","Easterwood Field","United States of America","College Station","https://www.worlddata.info/america/usa/airports.php"
"CLM","KCLM","William R Fairchild International Airport","United States of America","Port Angeles","https://www.worlddata.info/america/usa/airports.php"
"CLN","SBCI","Brig. Lysias Augusto Rodrigues Airport","Brazil","Carolina","https://www.worlddata.info/america/brazil/airports.php"
"CLO","SKCL","Alfonso Bonilla Aragon International Airport","Colombia","Cali","https://www.worlddata.info/america/colombia/airports.php"
"CLP","PFCL","Clarks Point Airport","United States of America","Clarks Point","https://www.worlddata.info/america/usa/airports.php"
"CLQ","MMIA","Aeropuerto Internacional Licenciado Miguel de la Madrid","Mexico","Colima","https://www.worlddata.info/america/mexico/airports.php"
"CLR","KCLR","Cliff Hatfield Memorial Airport","United States of America","Calipatria","https://www.worlddata.info/america/usa/airports.php"
"CLS","KCLS","Chehalis Centralia Airport","United States of America","Chehalis","https://www.worlddata.info/america/usa/airports.php"
"CLT","KCLT","Charlotte Douglas International Airport","United States of America","Charlotte","https://www.worlddata.info/america/usa/airports.php"
"CLU","KBAK","Columbus Municipal Airport","United States of America","Columbus","https://www.worlddata.info/america/usa/airports.php"
"CLV","SBCN","Nelson Ribeiro Guimarães Airport","Brazil","Caldas Novas","https://www.worlddata.info/america/brazil/airports.php"
"CLW","KCLW","Clearwater Air Park","United States of America","Clearwater","https://www.worlddata.info/america/usa/airports.php"
"CLX","SATC","Aeródromo de Clorinda","Argentina","Clorinda","https://www.worlddata.info/america/argentina/airports.php"
"CLY","LFKC","Calvi-Sainte-Catherine Airport","France","Calvi/Sainte-Catherine","https://www.worlddata.info/europe/france/airports.php"
"CLZ","SVCL","Calabozo Airport","Venezuela","Guarico","https://www.worlddata.info/america/venezuela/airports.php"
"CMA","YCMU","Cunnamulla Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CMB","VCBI","Bandaranaike International Colombo Airport","Sri Lanka","Colombo","https://www.worlddata.info/asia/sri-lanka/airports.php"
"CMC","SNWC","Camocim - Pinto Martins Airport","Brazil","Camocim","https://www.worlddata.info/america/brazil/airports.php"
"CMD","YCTM","Cootamundra Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CME","MMCE","Ciudad del Carmen International Airport","Mexico","Ciudad del Carmen","https://www.worlddata.info/america/mexico/airports.php"
"CMF","LFLB","Chambéry Savoie Mont Blanc Airport","France","Viviers-du-Lac","https://www.worlddata.info/europe/france/airports.php"
"CMG","SBCR","Corumbá International Airport","Brazil","Corumbá","https://www.worlddata.info/america/brazil/airports.php"
"CMH","KCMH","John Glenn Columbus International Airport","United States of America","Columbus","https://www.worlddata.info/america/usa/airports.php"
"CMI","KCMI","University of Illinois Willard Airport","United States of America","Savoy","https://www.worlddata.info/america/usa/airports.php"
"CMJ",,"Qimei Airport","Taiwan","Qimei","https://www.worlddata.info/asia/taiwan/airports.php"
"CMK","FWCM","Club Makokola Airport","Malawi","Club Makokola","https://www.worlddata.info/africa/malawi/airports.php"
"CML","YCMW","Camooweal Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CMM","MGCR","Carmelita Airport","Guatemala","Carmelita","https://www.worlddata.info/america/guatemala/airports.php"
"CMN","GMMN","Mohammed V International Airport","Morocco","Casablanca","https://www.worlddata.info/africa/morocco/airports.php"
"CMO","HCMO","Hobyo Airport","Somalia","Hobyo","https://www.worlddata.info/africa/somalia/airports.php"
"CMQ","YCMT","Clermont Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CMR","LFGA","Colmar-Houssen Airport","France","Colmar, Haut-Rhin","https://www.worlddata.info/europe/france/airports.php"
"CMS","HCMS","Iskushuban Airport","Somalia","Iskushuban","https://www.worlddata.info/africa/somalia/airports.php"
"CMT",,"New Cametá Airport","Brazil","Cametá","https://www.worlddata.info/america/brazil/airports.php"
"CMU","AYCH","Chimbu Airport","Papua New Guinea","Kundiawa","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"CMV","NZCX","Coromandel Aerodrome","New Zealand",,"https://www.worlddata.info/oceania/new-zealand/airports.php"
"CMW","MUCM","Ignacio Agramonte International Airport","Cuba","Camaguey","https://www.worlddata.info/america/cuba/airports.php"
"CMX","KCMX","Houghton County Memorial Airport","United States of America","Hancock","https://www.worlddata.info/america/usa/airports.php"
"CMY","KCMY","Sparta Fort McCoy Airport","United States of America","Sparta","https://www.worlddata.info/america/usa/airports.php"
"CMZ",,"Caia Airport","Mozambique","Caia","https://www.worlddata.info/africa/mozambique/airports.php"
"CNA","MMCA","Cananea National Airport","Mexico","Cananea","https://www.worlddata.info/america/mexico/airports.php"
"CNB","YCNM","Coonamble Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CNC","YCCT","Coconut Island Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"CND","LRCK","Mihail Kogălniceanu International Airport","Romania","Mihail Kogălniceanu","https://www.worlddata.info/europe/romania/airports.php"
"CNE",,"Fremont County Airport","United States of America","Penrose","https://www.worlddata.info/america/usa/airports.php"
"CNF","SBCF","Tancredo Neves International Airport","Brazil","Belo Horizonte","https://www.worlddata.info/america/brazil/airports.php"
"CNG","LFBG","Cognac-Châteaubernard (BA 709) Air Base","France","Cognac/Châteaubernard","https://www.worlddata.info/europe/france/airports.php"
"CNH","KCNH","Claremont Municipal Airport","United States of America","Claremont","https://www.worlddata.info/america/usa/airports.php"
"CNI","ZYCH","Changhai Airport","China","Dalian (Changhai)","https://www.worlddata.info/asia/china/airports.php"
"CNJ","YCCY","Cloncurry Airport","Australia","Cloncurry","https://www.worlddata.info/oceania/australia/airports.php"
"CNK","KCNK","Blosser Municipal Airport","United States of America","Concordia","https://www.worlddata.info/america/usa/airports.php"
"CNL","EKSN","Sindal Airport","Denmark","Sindal","https://www.worlddata.info/europe/denmark/airports.php"
"CNM","KCNM","Cavern City Air Terminal","United States of America","Carlsbad","https://www.worlddata.info/america/usa/airports.php"
"CNN","VOKN","Kannur International Airport","India","Kannur","https://www.worlddata.info/asia/india/airports.php"
